elapsed, window, total, successful, failed
10.000862, 10.000862, 4716, 4716, 0
20.001674, 10.000812, 4668, 4668, 0
30.001844, 10.00017, 3585, 3585, 0
40.001683, 9.999839, 3104, 3104, 0
50.001734, 10.000051, 4685, 4685, 0
60.001758, 10.000024, 4374, 4374, 0
70.001745, 9.999987, 2201, 2201, 0
80.001796, 10.000051, 3319, 3319, 0
90.001747, 9.999951, 4365, 4365, 0
100.006674, 10.004927, 3677, 3677, 0
110.002042, 9.995368, 2420, 2420, 0
120.00185, 9.999808, 4578, 4578, 0
130.001741, 9.999891, 4064, 4064, 0
140.004812, 10.003071, 3102, 3102, 0
150.001731, 9.996919, 3771, 3771, 0
160.001666, 9.999935, 4043, 4043, 0
170.001752, 10.000086, 3993, 3993, 0
180.001853, 10.000101, 3606, 3606, 0
190.001947, 10.000094, 4114, 4114, 0
200.00167, 9.999723, 3465, 3465, 0
210.001668, 9.999998, 2747, 2747, 0
220.001679, 10.000011, 4218, 4218, 0
230.001801, 10.000122, 3404, 3404, 0
240.001663, 9.999862, 3676, 3676, 0
250.001702, 10.000039, 4162, 4162, 0
260.00202, 10.000318, 3712, 3712, 0
270.001765, 9.999745, 3866, 3866, 0
280.001915, 10.00015, 4101, 4101, 0
290.001668, 9.999753, 3966, 3966, 0
300.001665, 9.999997, 3285, 3285, 0
310.001675, 10.00001, 4154, 4154, 0
320.001762, 10.000087, 3680, 3680, 0
330.0018, 10.000038, 3547, 3547, 0
340.001888, 10.000088, 4196, 4196, 0
350.004886, 10.002998, 4280, 4280, 0
360.001675, 9.996789, 3802, 3802, 0
370.001772, 10.000097, 3934, 3934, 0
380.002609, 10.000837, 4239, 4239, 0
390.00066, 9.998051, 3646, 3646, 0
400.001908, 10.001248, 3752, 3752, 0
410.005165, 10.003257, 4231, 4231, 0
420.005667, 10.000502, 3792, 3792, 0
430.001857, 9.99619, 3502, 3502, 0
440.001895, 10.000038, 4382, 4382, 0
450.002826, 10.000931, 3832, 3832, 0
460.001967, 9.999141, 3738, 3738, 0
470.00197, 10.000003, 4173, 4173, 0
480.001723, 9.999753, 4012, 4012, 0
490.002242, 10.000519, 3724, 3724, 0
500.000663, 9.998421, 3535, 3535, 0
510.001928, 10.001265, 4271, 4271, 0
520.001715, 9.999787, 3937, 3937, 0
530.005981, 10.004266, 4170, 4170, 0
540.001697, 9.995716, 4137, 4137, 0
550.001909, 10.000212, 3505, 3505, 0
560.001754, 9.999845, 3433, 3433, 0
570.004824, 10.00307, 4213, 4213, 0
580.001707, 9.996883, 3625, 3625, 0
590.001726, 10.000019, 3539, 3539, 0
600.002515, 10.000789, 4062, 4062, 0
601.026958, 1.024443, 1289, 1289, 0
