elapsed, window, total, successful, failed
10.001478, 10.001478, 11306, 11306, 0
20.00288, 10.001402, 11147, 11147, 0
30.001231, 9.998351, 9226, 9226, 0
40.001247, 10.000016, 7993, 7993, 0
50.004972, 10.003725, 11277, 11277, 0
60.001167, 9.996195, 11243, 11243, 0
70.0013, 10.000133, 6033, 6033, 0
80.001235, 9.999935, 11188, 11188, 0
90.001233, 9.999998, 11420, 11420, 0
100.001261, 10.000028, 5136, 5136, 0
110.001212, 9.999951, 11227, 11227, 0
120.00123, 10.000018, 11122, 11122, 0
130.001336, 10.000106, 6270, 6270, 0
140.001234, 9.999898, 7086, 7086, 0
150.001335, 10.000101, 11124, 11124, 0
160.001215, 9.99988, 7826, 7826, 0
170.004567, 10.003352, 5450, 5450, 0
180.001293, 9.996726, 11241, 11241, 0
190.001307, 10.000014, 8409, 8409, 0
200.001243, 9.999936, 3005, 3005, 0
210.00169, 10.000447, 11240, 11240, 0
220.001322, 9.999632, 9727, 9727, 0
230.001273, 9.999951, 2645, 2645, 0
240.001164, 9.999891, 10580, 10580, 0
250.001213, 10.000049, 9617, 9617, 0
260.008811, 10.007598, 3893, 3893, 0
270.005879, 9.997068, 7386, 7386, 0
280.008202, 10.002323, 10066, 10066, 0
290.001372, 9.99317, 7343, 7343, 0
300.001232, 9.99986, 6301, 6301, 0
310.00178, 10.000548, 11145, 11145, 0
320.001257, 9.999477, 6814, 6814, 0
330.001223, 9.999966, 4959, 4959, 0
340.001503, 10.00028, 11254, 11254, 0
350.001269, 9.999766, 8511, 8511, 0
360.001338, 10.000069, 5651, 5651, 0
370.001175, 9.999837, 11112, 11112, 0
380.001301, 10.000126, 9725, 9725, 0
390.001163, 9.999862, 5806, 5806, 0
400.001229, 10.000066, 8169, 8169, 0
410.0013, 10.000071, 9635, 9635, 0
420.001231, 9.999931, 7628, 7628, 0
430.001267, 10.000036, 5130, 5130, 0
440.001288, 10.000021, 10453, 10453, 0
450.001165, 9.999877, 8008, 8008, 0
460.001186, 10.000021, 5074, 5074, 0
470.00117, 9.999984, 9575, 9575, 0
480.001233, 10.000063, 8465, 8465, 0
490.00117, 9.999937, 6293, 6293, 0
500.001302, 10.000132, 7731, 7731, 0
510.00171, 10.000408, 8319, 8319, 0
520.001219, 9.999509, 7821, 7821, 0
530.001253, 10.000034, 6036, 6036, 0
540.001243, 9.99999, 9243, 9243, 0
550.001253, 10.00001, 9582, 9582, 0
560.001452, 10.000199, 3923, 3923, 0
570.001764, 10.000312, 10055, 10055, 0
580.001234, 9.99947, 9829, 9829, 0
590.001226, 9.999992, 6883, 6883, 0
600.004377, 10.003151, 10743, 10743, 0
601.02579, 1.021413, 849, 849, 0
