elapsed, window, total, successful, failed
10.001015, 10.001015, 1875, 1875, 0
20.001762, 10.000747, 2025, 2025, 0
30.001747, 9.999985, 1915, 1915, 0
40.00175, 10.000003, 1362, 1362, 0
50.001971, 10.000221, 1990, 1990, 0
60.001794, 9.999823, 2047, 2047, 0
70.003824, 10.00203, 1791, 1791, 0
80.00377, 9.999946, 1985, 1985, 0
90.00199, 9.99822, 2036, 2036, 0
100.001794, 9.999804, 2078, 2078, 0
110.001875, 10.000081, 1860, 1860, 0
120.001744, 9.999869, 2259, 2259, 0
130.001876, 10.000132, 2339, 2339, 0
140.001955, 10.000079, 1590, 1590, 0
150.001947, 9.999992, 1974, 1974, 0
160.001963, 10.000016, 2455, 2455, 0
170.001744, 9.999781, 2281, 2281, 0
180.001967, 10.000223, 2002, 2002, 0
190.001872, 9.999905, 2385, 2385, 0
200.001771, 9.999899, 2480, 2480, 0
210.001787, 10.000016, 2258, 2258, 0
220.001746, 9.999959, 2522, 2522, 0
230.001804, 10.000058, 2480, 2480, 0
240.00214, 10.000336, 2371, 2371, 0
250.000747, 9.998607, 2221, 2221, 0
260.001794, 10.001047, 2666, 2666, 0
270.013099, 10.011305, 2565, 2565, 0
280.0008, 9.987701, 2079, 2079, 0
290.001946, 10.001146, 2288, 2288, 0
300.001793, 9.999847, 2725, 2725, 0
310.001744, 9.999951, 2705, 2705, 0
320.001804, 10.00006, 2337, 2337, 0
330.001741, 9.999937, 2802, 2802, 0
340.001748, 10.000007, 2677, 2677, 0
350.001968, 10.00022, 2294, 2294, 0
360.001842, 9.999874, 2759, 2759, 0
370.001825, 9.999983, 2517, 2517, 0
380.001747, 9.999922, 2414, 2414, 0
390.001765, 10.000018, 2890, 2890, 0
400.001837, 10.000072, 3067, 3067, 0
410.001769, 9.999932, 2865, 2865, 0
420.001882, 10.000113, 2475, 2475, 0
430.001943, 10.000061, 3117, 3117, 0
440.001741, 9.999798, 2994, 2994, 0
450.001801, 10.00006, 2394, 2394, 0
460.001757, 9.999956, 3042, 3042, 0
470.001831, 10.000074, 3103, 3103, 0
480.0019, 10.000069, 2594, 2594, 0
490.001778, 9.999878, 3198, 3198, 0
500.001961, 10.000183, 3378, 3378, 0
510.001773, 9.999812, 3276, 3276, 0
520.001803, 10.00003, 2711, 2711, 0
530.002145, 10.000342, 3324, 3324, 0
540.000804, 9.998659, 3301, 3301, 0
550.001803, 10.000999, 3002, 3002, 0
560.001914, 10.000111, 3393, 3393, 0
570.001793, 9.999879, 3363, 3363, 0
580.004881, 10.003088, 3062, 3062, 0
590.001776, 9.996895, 3461, 3461, 0
600.001856, 10.00008, 3740, 3740, 0
601.035103, 1.033247, 519, 519, 0
