elapsed, window, total, successful, failed
10.00154, 10.00154, 11195, 11195, 0
20.001651, 10.000111, 11215, 11215, 0
30.001496, 9.999845, 11237, 11237, 0
40.001521, 10.000025, 10082, 10082, 0
50.001653, 10.000132, 11402, 11402, 0
60.001591, 9.999938, 11502, 11502, 0
70.001669, 10.000078, 10943, 10943, 0
80.00153, 9.999861, 11361, 11361, 0
90.001663, 10.000133, 11392, 11392, 0
100.001506, 9.999843, 10737, 10737, 0
110.001494, 9.999988, 10856, 10856, 0
120.0015, 10.000006, 11055, 11055, 0
130.001527, 10.000027, 10789, 10789, 0
140.001523, 9.999996, 11096, 11096, 0
150.001501, 9.999978, 11260, 11260, 0
160.001502, 10.000001, 11002, 11002, 0
170.001816, 10.000314, 11007, 11007, 0
180.001667, 9.999851, 10926, 10926, 0
190.001669, 10.000002, 11352, 11352, 0
200.001707, 10.000038, 10850, 10850, 0
210.001641, 9.999934, 11277, 11277, 0
220.001531, 9.99989, 11054, 11054, 0
230.001626, 10.000095, 10934, 10934, 0
240.001605, 9.999979, 11286, 11286, 0
250.0015, 9.999895, 10990, 10990, 0
260.001524, 10.000024, 10681, 10681, 0
270.001818, 10.000294, 11274, 11274, 0
280.001706, 9.999888, 11141, 11141, 0
290.001532, 9.999826, 11215, 11215, 0
300.001502, 9.99997, 11095, 11095, 0
310.001499, 9.999997, 11004, 11004, 0
320.001777, 10.000278, 11123, 11123, 0
330.001639, 9.999862, 11089, 11089, 0
340.001597, 9.999958, 11160, 11160, 0
350.00151, 9.999913, 11376, 11376, 0
360.001631, 10.000121, 11353, 11353, 0
370.002174, 10.000543, 10847, 10847, 0
380.001533, 9.999359, 11154, 11154, 0
390.001603, 10.00007, 11170, 11170, 0
400.001502, 9.999899, 11120, 11120, 0
410.001627, 10.000125, 11361, 11361, 0
420.001544, 9.999917, 10982, 10982, 0
430.001607, 10.000063, 11065, 11065, 0
440.001499, 9.999892, 11114, 11114, 0
450.001654, 10.000155, 11156, 11156, 0
460.001836, 10.000182, 10623, 10623, 0
470.001534, 9.999698, 11407, 11407, 0
480.001563, 10.000029, 11331, 11331, 0
490.001855, 10.000292, 11377, 11377, 0
500.001534, 9.999679, 10825, 10825, 0
510.001704, 10.00017, 11010, 11010, 0
520.001502, 9.999798, 11166, 11166, 0
530.001505, 10.000003, 11058, 11058, 0
540.001729, 10.000224, 11287, 11287, 0
550.001612, 9.999883, 11098, 11098, 0
560.001499, 9.999887, 11011, 11011, 0
570.00163, 10.000131, 10792, 10792, 0
580.001499, 9.999869, 10881, 10881, 0
590.001576, 10.000077, 10853, 10853, 0
600.002098, 10.000522, 13068, 13068, 0
601.035312, 1.033214, 2053, 2053, 0
