elapsed, window, total, successful, failed
10.001568, 10.001568, 10760, 10760, 0
20.001502, 9.999934, 12056, 12056, 0
30.001525, 10.000023, 11731, 11731, 0
40.001806, 10.000281, 7877, 7877, 0
50.001545, 9.999739, 11215, 11215, 0
60.001735, 10.00019, 11555, 11555, 0
70.001599, 9.999864, 7557, 7557, 0
80.001457, 9.999858, 12174, 12174, 0
90.001329, 9.999872, 12184, 12184, 0
100.001322, 9.999993, 7437, 7437, 0
110.001666, 10.000344, 12185, 12185, 0
120.001863, 10.000197, 12413, 12413, 0
130.001311, 9.999448, 9957, 9957, 0
140.001333, 10.000022, 10756, 10756, 0
150.00155, 10.000217, 11949, 11949, 0
160.00139, 9.99984, 9468, 9468, 0
170.0018, 10.00041, 9812, 9812, 0
180.004711, 10.002911, 11382, 11382, 0
190.001471, 9.99676, 10087, 10087, 0
200.001611, 10.00014, 7628, 7628, 0
210.001983, 10.000372, 11057, 11057, 0
220.00148, 9.999497, 10659, 10659, 0
230.001742, 10.000262, 8338, 8338, 0
240.001762, 10.00002, 10410, 10410, 0
250.001375, 9.999613, 10376, 10376, 0
260.001574, 10.000199, 8661, 8661, 0
270.001546, 9.999972, 10085, 10085, 0
280.001341, 9.999795, 9990, 9990, 0
290.007426, 10.006085, 7920, 7920, 0
300.002098, 9.994672, 9837, 9837, 0
310.00043, 9.998332, 10299, 10299, 0
320.001612, 10.001182, 8249, 8249, 0
330.001742, 10.00013, 9141, 9141, 0
340.003162, 10.00142, 9963, 9963, 0
350.000577, 9.997415, 9552, 9552, 0
360.002274, 10.001697, 9415, 9415, 0
370.000798, 9.998524, 10471, 10471, 0
380.001394, 10.000596, 9136, 9136, 0
390.002631, 10.001237, 9064, 9064, 0
400.001706, 9.999075, 10834, 10834, 0
410.001582, 9.999876, 10323, 10323, 0
420.001621, 10.000039, 9215, 9215, 0
430.007527, 10.005906, 10391, 10391, 0
440.00156, 9.994033, 9784, 9784, 0
450.001828, 10.000268, 9235, 9235, 0
460.001413, 9.999585, 9087, 9087, 0
470.001365, 9.999952, 9620, 9620, 0
480.00266, 10.001295, 9356, 9356, 0
490.001421, 9.998761, 9154, 9154, 0
500.00342, 10.001999, 9465, 9465, 0
510.001548, 9.998128, 9035, 9035, 0
520.002032, 10.000484, 9178, 9178, 0
530.001754, 9.999722, 9698, 9698, 0
540.002295, 10.000541, 8968, 8968, 0
550.002806, 10.000511, 10144, 10144, 0
560.002048, 9.999242, 9270, 9270, 0
570.000793, 9.998745, 9855, 9855, 0
580.00182, 10.001027, 10124, 10124, 0
590.00232, 10.0005, 9802, 9802, 0
600.001451, 9.999131, 10163, 10163, 0
601.052037, 1.050586, 1127, 1127, 0
