elapsed, window, total, successful, failed
10.000828, 10.000828, 12257, 12257, 0
20.001468, 10.00064, 13126, 13126, 0
30.001588, 10.00012, 12538, 12538, 0
40.001481, 9.999893, 6566, 6566, 0
50.001525, 10.000044, 12549, 12549, 0
60.001462, 9.999937, 12431, 12431, 0
70.001613, 10.000151, 7492, 7492, 0
80.001636, 10.000023, 12174, 12174, 0
90.001555, 9.999919, 13545, 13545, 0
100.001521, 9.999966, 8993, 8993, 0
110.001752, 10.000231, 11242, 11242, 0
120.001601, 9.999849, 13005, 13005, 0
130.001677, 10.000076, 9838, 9838, 0
140.00149, 9.999813, 9037, 9037, 0
150.001544, 10.000054, 12457, 12457, 0
160.001569, 10.000025, 10885, 10885, 0
170.001492, 9.999923, 9442, 9442, 0
180.008636, 10.007144, 12510, 12510, 0
190.001523, 9.992887, 12065, 12065, 0
200.008472, 10.006949, 10248, 10248, 0
210.001535, 9.993063, 11289, 11289, 0
220.001813, 10.000278, 11310, 11310, 0
230.001556, 9.999743, 9735, 9735, 0
240.001453, 9.999897, 12062, 12062, 0
250.001715, 10.000262, 11691, 11691, 0
260.001526, 9.999811, 10872, 10872, 0
270.001702, 10.000176, 12405, 12405, 0
280.001749, 10.000047, 12241, 12241, 0
290.008522, 10.006773, 10004, 10004, 0
300.001459, 9.992937, 12043, 12043, 0
310.001458, 9.999999, 12419, 12419, 0
320.001459, 10.000001, 10236, 10236, 0
330.001519, 10.00006, 11534, 11534, 0
340.001608, 10.000089, 12669, 12669, 0
350.001493, 9.999885, 11369, 11369, 0
360.001464, 9.999971, 10465, 10465, 0
370.001565, 10.000101, 12552, 12552, 0
380.001465, 9.9999, 11184, 11184, 0
390.001615, 10.00015, 11197, 11197, 0
400.001473, 9.999858, 12706, 12706, 0
410.001494, 10.000021, 11671, 11671, 0
420.001504, 10.00001, 11400, 11400, 0
430.001518, 10.000014, 12514, 12514, 0
440.001463, 9.999945, 12583, 12583, 0
450.001458, 9.999995, 9924, 9924, 0
460.001458, 10.0, 13429, 13429, 0
470.001879, 10.000421, 12745, 12745, 0
480.001458, 9.999579, 11265, 11265, 0
490.001855, 10.000397, 12605, 12605, 0
500.001493, 9.999638, 10866, 10866, 0
510.001586, 10.000093, 11645, 11645, 0
520.001487, 9.999901, 12720, 12720, 0
530.001481, 9.999994, 12871, 12871, 0
540.001459, 9.999978, 11599, 11599, 0
550.001632, 10.000173, 10378, 10378, 0
560.001511, 9.999879, 11313, 11313, 0
570.001459, 9.999948, 11565, 11565, 0
580.001574, 10.000115, 12509, 12509, 0
590.001494, 9.99992, 12196, 12196, 0
600.001607, 10.000113, 11457, 11457, 0
601.027557, 1.02595, 1376, 1376, 0
