elapsed, window, total, successful, failed
10.001733, 10.001733, 12788, 12788, 0
20.013506, 10.011773, 17225, 17225, 0
30.00657, 9.993064, 16023, 16023, 0
40.00193, 9.99536, 12436, 12436, 0
50.00696, 10.00503, 15611, 15611, 0
60.002063, 9.995103, 15433, 15433, 0
70.000911, 9.998848, 13291, 13291, 0
80.00211, 10.001199, 13336, 13336, 0
90.001846, 9.999736, 14057, 14057, 0
100.004635, 10.002789, 13955, 13955, 0
110.001234, 9.996599, 12181, 12181, 0
120.002066, 10.000832, 13376, 13376, 0
130.001365, 9.999299, 13229, 13229, 0
140.000824, 9.999459, 11950, 11950, 0
150.010163, 10.009339, 12599, 12599, 0
160.002, 9.991837, 12758, 12758, 0
170.00209, 10.00009, 12566, 12566, 0
180.002632, 10.000542, 11797, 11797, 0
190.000782, 9.99815, 12851, 12851, 0
200.003045, 10.002263, 12805, 12805, 0
210.002226, 9.999181, 12848, 12848, 0
220.000974, 9.998748, 12988, 12988, 0
230.002027, 10.001053, 12509, 12509, 0
240.002233, 10.000206, 13085, 13085, 0
250.001815, 9.999582, 13706, 13706, 0
260.001929, 10.000114, 13779, 13779, 0
270.001968, 10.000039, 13673, 13673, 0
280.002871, 10.000903, 12908, 12908, 0
290.002276, 9.999405, 13440, 13440, 0
300.001131, 9.998855, 13200, 13200, 0
310.000747, 9.999616, 13224, 13224, 0
320.002118, 10.001371, 13885, 13885, 0
330.001926, 9.999808, 12877, 12877, 0
340.002478, 10.000552, 12859, 12859, 0
350.001858, 9.99938, 13119, 13119, 0
360.002026, 10.000168, 12674, 12674, 0
370.00446, 10.002434, 13015, 13015, 0
380.001437, 9.996977, 12335, 12335, 0
390.001571, 10.000134, 12195, 12195, 0
400.001912, 10.000341, 12550, 12550, 0
410.002087, 10.000175, 12150, 12150, 0
420.003099, 10.001012, 11961, 11961, 0
430.003042, 9.999943, 11976, 11976, 0
440.002073, 9.999031, 11707, 11707, 0
450.001649, 9.999576, 11591, 11591, 0
460.001127, 9.999478, 11250, 11250, 0
470.004084, 10.002957, 11397, 11397, 0
480.002777, 9.998693, 11207, 11207, 0
490.00084, 9.998063, 10851, 10851, 0
500.00454, 10.0037, 10939, 10939, 0
510.001218, 9.996678, 10684, 10684, 0
520.002292, 10.001074, 10422, 10422, 0
530.004509, 10.002217, 10377, 10377, 0
540.002209, 9.9977, 10326, 10326, 0
550.00127, 9.999061, 10143, 10143, 0
560.001576, 10.000306, 10133, 10133, 0
570.00331, 10.001734, 9934, 9934, 0
580.001046, 9.997736, 9854, 9854, 0
590.002423, 10.001377, 9823, 9823, 0
600.002073, 9.99965, 9612, 9612, 0
601.041454, 1.039381, 988, 988, 0
