elapsed, window, total, successful, failed
10.001395, 10.001395, 11290, 11290, 0
20.001406, 10.000011, 11402, 11402, 0
30.00439, 10.002984, 9643, 9643, 0
40.001402, 9.997012, 7847, 7847, 0
50.001312, 9.99991, 11128, 11128, 0
60.001353, 10.000041, 10140, 10140, 0
70.001418, 10.000065, 5235, 5235, 0
80.001388, 9.99997, 11112, 11112, 0
90.001444, 10.000056, 10814, 10814, 0
100.00149, 10.000046, 4723, 4723, 0
110.004337, 10.002847, 11118, 11118, 0
120.001419, 9.997082, 10787, 10787, 0
130.001324, 9.999905, 5519, 5519, 0
140.001327, 10.000003, 9122, 9122, 0
150.001305, 9.999978, 11110, 11110, 0
160.001412, 10.000107, 7735, 7735, 0
170.001342, 9.99993, 6517, 6517, 0
180.001362, 10.00002, 10780, 10780, 0
190.004361, 10.002999, 8815, 8815, 0
200.001311, 9.99695, 6283, 6283, 0
210.0015, 10.000189, 10858, 10858, 0
220.001394, 9.999894, 9818, 9818, 0
230.004306, 10.002912, 5022, 5022, 0
240.001337, 9.997031, 10507, 10507, 0
250.001608, 10.000271, 10465, 10465, 0
260.001305, 9.999697, 5446, 5446, 0
270.001447, 10.000142, 8005, 8005, 0
280.001397, 9.99995, 10325, 10325, 0
290.001315, 9.999918, 8087, 8087, 0
300.00141, 10.000095, 5670, 5670, 0
310.00132, 9.99991, 9998, 9998, 0
320.001414, 10.000094, 8218, 8218, 0
330.001387, 9.999973, 4587, 4587, 0
340.001509, 10.000122, 10657, 10657, 0
350.001374, 9.999865, 8824, 8824, 0
360.004367, 10.002993, 4684, 4684, 0
370.001346, 9.996979, 9142, 9142, 0
380.00139, 10.000044, 9184, 9184, 0
390.001313, 9.999923, 7870, 7870, 0
400.001645, 10.000332, 7928, 7928, 0
410.001581, 9.999936, 9420, 9420, 0
420.00183, 10.000249, 9710, 9710, 0
430.001305, 9.999475, 4192, 4192, 0
440.001312, 10.000007, 10163, 10163, 0
450.001377, 10.000065, 8966, 8966, 0
460.001355, 9.999978, 5014, 5014, 0
470.001319, 9.999964, 10102, 10102, 0
480.0014, 10.000081, 9317, 9317, 0
490.002005, 10.000605, 6188, 6188, 0
500.001316, 9.999311, 9052, 9052, 0
510.001319, 10.000003, 9194, 9194, 0
520.001334, 10.000015, 8098, 8098, 0
530.001321, 9.999987, 6732, 6732, 0
540.001408, 10.000087, 8940, 8940, 0
550.00131, 9.999902, 11114, 11114, 0
560.001432, 10.000122, 4965, 4965, 0
570.001497, 10.000065, 9072, 9072, 0
580.001376, 9.999879, 10509, 10509, 0
590.001332, 9.999956, 4837, 4837, 0
600.001537, 10.000205, 9328, 9328, 0
601.335122, 1.333585, 877, 877, 0
